"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Year","Gregorian year","Mintmark","Comment","Quantity","For exchange","Grade","Collection","Buying price (GBP)","Estimate (GBP)","Private comment","Public comment"
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","0.5","KM# 89","N# 2016","50 Haléřů","Standard circulation coin","1977-1990","Round","Copper-nickel","3.2","20.8","1990","1990","","","1","","","","0.5","","Ebay July 19","CSL-01 a"
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","0.5","KM# 144","N# 2020","50 Haléřů","Standard circulation coin","1991-1992","Round","Copper-nickel","3.2","20.8","1991","1991","","","1","","","","0.39","","Ebay September 19","CSL-15"
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","1","KM# 50","N# 2644","1 Koruna","Standard circulation coin","1961-1990","Round","Aluminium-bronze (91% Cu, 8% Al, 1% Mn)","4","23","1963","1963","","Mintage included in 1961","1","","","","0.39","","Ebay September 19","CSL-11"
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","2","KM# 75","N# 2014","2 Koruny","Standard circulation coin","1972-1990","Round","Copper-nickel","6","24","1972","1972","","","1","","","","0.5","","Ebay July 19","CSL-02 a"
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","2","KM# 75","N# 2014","2 Koruny","Standard circulation coin","1972-1990","Round","Copper-nickel","6","24","1984","1984","","","1","","","","0.49","","Ebay September 19","CSL-12"
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","2","KM# 148","N# 2018","2 Koruny","Standard circulation coin","1991-1992","Round","Copper-nickel","6","24","1991","1991","","(broad cross on edge) Llantrisant British Royal Mint","1","","","","0.59","","Ebay September 19","CSL-16"
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","5","KM# 60","N# 2013","5 Korun","Standard circulation coin","1966-1990","Round","Copper-nickel","7.22","26","1974","1974","","Three variations in ""4"" of date","1","","","","0.89","","Ebay September 19","CSL-13"
"Danish West Indies","Danish West Indies","Rigsdaler (1740-1849)","0.25","KM# 10","N# 40362","24 Skilling - Christian VII","Standard circulation coin","1766-1767","Round","Silver (.500)","6.496","28","1766","1766","","","1","","","","0.1","","Norwich E December 19",""
"Denmark","Denmark","Rigsdaler rigsmont (1854-1873)","0.010416666666667","KM# 763","N# 5210","1 Skilling Rigsmønt - Frederik VII","Standard circulation coin","1856-1863","Round","Bronze","3.8","21.5","1856","1856","","globus cruciger mintmark; minted in Altona","1","","","","0.1","","Norwich E December 19",""
"Denmark","Denmark","Krone (1873-date)","0.02","KM# 840","N# 1038","2 Øre - Frederik IX","Standard circulation coin","1948-1972","Round","Zinc","3.2","20.8","1952","1952","N♥S","KM#840.1","1","","","","0.08","","Norwich August 19","DEN-03"
"Denmark","Denmark","Krone (1873-date)","0.05","KM# 843","N# 1409","5 Øre - Frederik IX","Standard circulation coin","1950-1964","Round","Zinc","6.4","27","1956","1956","C♥;S","KM#843.2","1","","","","0.06","","Ebay December 19","x"
"Denmark","Denmark","Krone (1873-date)","0.1","KM# 860","N# 1423","10 Øre - Margrethe II","Standard circulation coin","1973-1988","Round","Copper-nickel","3","18","1976","1976","S♥B","KM#860.1","1","","","","","","Rose Cottage","DEN-01 a"
"Denmark","Denmark","Krone (1873-date)","0.25","KM# 823.2a","N# 8114","25 Øre - Christian X (German Occupation)","Standard circulation coin","1941-1945","Round with a hole","Zinc","3.6","23","1945","1945","N;GJ","","1","","","","0.1","","Norwich September 19","DEN-04"
"Denmark","Denmark","Krone (1873-date)","0.25","KM# 842","N# 1412","25 Øre - Frederik IX","Standard circulation coin","1948-1960","Round","Copper-nickel","4.5","23","1948","1948","N♥S","KM#842.1","1","","","","0.06","","Ebay December 19","x"
"Denmark","Denmark","Krone (1873-date)","0.25","KM# 850","N# 6857","25 Øre - Frederik IX","Standard circulation coin","1960-1967","Round","Copper-nickel","4.5","23","1964","1964","C♥S","","1","","","","0.06","","Ebay December 19","x"
"Denmark","Denmark","Krone (1873-date)","0.25","KM# 855","N# 971","25 Øre - Frederik IX","Standard circulation coin","1966-1972","Round with a hole","Copper-nickel","4.23","22.97","1972","1972","S♥S","KM#855.2","1","","","","","","Rose Cottage","DEN-02 a"
"Denmark","Denmark","Krone (1873-date)","0.25","KM# 868","N# 1057","25 Øre - Margrethe II","Standard circulation coin","1990-2008","Round","Bronze","2.8","17.5","1994","1994","LG♥JP","KM#868.1","1","","","","0.04","","Ebay B January 20",""
"Denmark","Denmark","Krone (1873-date)","0.5","KM# 866","N# 1415","50 Øre - Margrethe II","Standard circulation coin","1989-2021","Round","Bronze","4.3","21.5","1989","1989","NR♥JP","KM#866.1","1","","","","0.06","","Ebay December 19","x"
"Denmark","Denmark","Krone (1873-date)","2","KM# 874","N# 1419","2 Kroner - Margrethe II","Standard circulation coin","1992-2021","Round with a hole","Copper-nickel","5.9","24.5","1993","1993","LG;JP;A","KM#874.1","1","","","","0.06","","Ebay December 19","x"
"East Africa","East Africa","Shilling (1921-1967)","0.05","KM# 18","N# 8752","5 Cents - George V","Standard circulation coin","1921-1936","Round with a hole","Bronze","6.24","25.3","1933","1933","","","1","","","","1","","Ebay August 19","BEA-02"
"East Africa","East Africa","Shilling (1921-1967)","0.05","KM# 18","N# 8752","5 Cents - George V","Standard circulation coin","1921-1936","Round with a hole","Bronze","6.24","25.3","1935","1935","","","1","","","","","","Cape Town 18 B","BEA-01 a"
"East Africa","East Africa","Shilling (1921-1967)","0.05","KM# 25","N# 999","5 Cents - George VI","Standard circulation coin","1937-1943","Round with a hole","Bronze","6.32","25","1941","1941","","KM#25.1 (thick flan)","1","","","","0.5","","Ebay August 19","BEA-03"
"East Africa","East Africa","Shilling (1921-1967)","0.05","KM# 25","N# 999","5 Cents - George VI","Standard circulation coin","1937-1943","Round with a hole","Bronze","6.32","25","1942","1942","","KM#25.2 (thin flan)","1","","","","1","","Norwich August 19","BEA-04"
"East Africa","East Africa","Shilling (1921-1967)","0.05","KM# 25","N# 999","5 Cents - George VI","Standard circulation coin","1937-1943","Round with a hole","Bronze","6.32","25","1943","1943","SA","KM#25.2 (thin flan)","1","","","","0.5","","Ebay August 19","BEA-05"
"East Africa","East Africa","Shilling (1921-1967)","0.1","KM# 19","N# 6114","10 Cents - George V","Standard circulation coin","1921-1936","Round with a hole","Bronze","11.14","31","1935","1935","","","1","","","","0.33","","Ebay August 19","BEA-06"
"East Africa","East Africa","Shilling (1921-1967)","0.1","KM# 26","N# 2862","10 Cents - George VI","Standard circulation coin","1937-1945","Round with a hole","Bronze","9.4","30.6","1937","1937","","KM# 26.1 (thick flan)","1","","","","0.33","","Ebay August 19","BEA-07"
"East Africa","East Africa","Shilling (1921-1967)","0.1","KM# 26","N# 2862","10 Cents - George VI","Standard circulation coin","1937-1945","Round with a hole","Bronze","9.4","30.6","1943","1943","SA","KM# 26.2 (thin flan)","1","","","","0.33","","Ebay August 19","BEA-08"
"East Africa","East Africa","Shilling (1921-1967)","0.1","KM# 34","N# 5820","10 Cents - George VI","Standard circulation coin","1949-1952","Round with a hole","Bronze","9.5","30.8","1952","1952","","","1","","","","1","","TS A February 22",""
"East Africa","East Africa","Shilling (1921-1967)","0.5","KM# 27","N# 11172","50 Cents - George VI","Standard circulation coin","1937-1944","Round","Silver (.250)","3.8879","21","1937","1937","H","","1","","","","1","","Norwich August 19","BEA-09"
"East Africa","East Africa","Shilling (1921-1967)","0.5","KM# 36","N# 2864","50 Cents - Elizabeth II","Standard circulation coin","1954-1963","Round","Copper-nickel","4","21","1958","1958","H","Heaton Mint","1","","","","1","","Norwich August 19","BEA-10"
"East Africa","East Africa","Shilling (1921-1967)","1","KM# 31","N# 5151","1 Shilling - George VI","Standard circulation coin","1948-1952","Round","Copper-nickel","7.81","27.8","1948","1948","","","1","","","","1","","TS A February 22",""
"East Africa","East Africa","Shilling (1921-1967)","1","KM# 31","N# 5151","1 Shilling - George VI","Standard circulation coin","1948-1952","Round","Copper-nickel","7.81","27.8","1949","1949","","","1","","","","1","","TS A February 22",""
"Eastern Caribbean States","Eastern Caribbean States","British West Indies dollar (1935-1965)","0.02","KM# 3","N# 4018","2 Cents - Elizabeth II (1st portrait)","Standard circulation coin","1955-1965","Round","Bronze","9.55","31","1962","1962","","","1","","","","1","","Norwich August 19","ECS-01"
"Eastern Caribbean States","Eastern Caribbean States","British West Indies dollar (1935-1965)","0.25","KM# 6","N# 2283","25 Cents - Elizabeth II (1st portrait)","Standard circulation coin","1955-1965","Round","Copper-nickel (75% Copper, 25% Nickel)","6.57","24","1955","1955","","","1","","","","0.08","","Norwich August 19","ECS-02"
"Eastern Caribbean States","Eastern Caribbean States","Dollar (1965-date)","0.01","KM# 34","N# 3801","1 Cent - Elizabeth II (4th portrait)","Standard circulation coin","2002-2013","Round","Aluminium","1.03","18.42","2008","2008","","","1","","","","0.04","","Ebay B January 20",""
"Eastern Caribbean States","Eastern Caribbean States","Dollar (1965-date)","0.02","KM# 11","N# 1058","2 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1981-2000","Quadrangular (4-sided)","Aluminium","1.1","21.5","1993","1993","","","1","","","","0.1","","Norwich September 19","ECS-03"
"Eastern Caribbean States","Eastern Caribbean States","Dollar (1965-date)","0.05","KM# 12","N# 3526","5 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1981-2000","Scalloped (with 8 notches)","Aluminium","1.31","23.1","1981","1981","","","1","","","","0.04","","Ebay B January 20",""
"Ecuador","Ecuador","Sucre (1884-2000)","5","KM# 79","N# 14523","5 Sucres","Standard circulation coin","1943-1944","Round","Silver (.720)","25","37.8","1944","1944","Mo","","1","","","","3","","Wymondham April 19 Faux","ECU-01"
"Egypt","Egypt","Pound (1834-1916)","0.00025","KM# 300","N# 16959","1/40 Qirsh - Mehmed V","Standard circulation coin","1910-1914","Round","Bronze","2","17.5","1327","1911","H","٣ - ١٣٢٧ (mintage in 1911)","1","","","","0.1","","Norwich E February 22",""
"Egypt","Egypt","Pound (1834-1916)","0.0005","KM# 301","N# 22244","1/20 Qirsh - Mehmed V","Standard circulation coin","1909","Round","Bronze","3.24","20","1327","1909","H","٣ - ١٣٢٧ (mintage in 1911)","1","","","","0.1","","Norwich E February 22",""
"Egypt","Egypt","Pound (1834-1916)","0.0005","KM# 301","N# 22244","1/20 Qirsh - Mehmed V","Standard circulation coin","1909","Round","Bronze","3.24","20","1327","1909","H","٤ - ١٣٢٧ (mintage in 1911)","1","","","","0.1","","Norwich E February 22",""
"Egypt","Egypt","Pound (1834-1916)","0.0005","KM# 301","N# 22244","1/20 Qirsh - Mehmed V","Standard circulation coin","1909","Round","Bronze","3.24","20","1327","1909","H","٦ - ١٣٢٧ (mintage in 1913)","1","","","","4.19","","Ebay May 19","EGP-01 a"
"Egypt","Egypt","Pound (1834-1916)","0.001","KM# 289","N# 9189","1/10 Qirsh - Abdul Hamid II","Standard circulation coin","1884-1909","Round","Copper-nickel","1.72","14.7","1293","1901","","٢۷ (mintage in 1901)","1","","","","0.1","","Norwich E February 22",""
"Egypt","Egypt","Pound (1834-1916)","0.001","KM# 289","N# 9189","1/10 Qirsh - Abdul Hamid II","Standard circulation coin","1884-1909","Round","Copper-nickel","1.72","14.7","1293","1909","H","٣٥ (mintage in 1909)","1","","","","0.1","","Norwich E December 19",""
"Egypt","Egypt","Pound (1834-1916)","0.001","KM# 302","N# 21756","1/10 Qirsh - Mehmed V","Standard circulation coin","1910-1913","Round","Copper-nickel","1.72","14.7","1327","1911","","١٣٢٧- ٣","1","","","","0.01","","Norwich D January 20",""
"Egypt","Egypt","Pound (1834-1916)","0.001","KM# 302","N# 21756","1/10 Qirsh - Mehmed V","Standard circulation coin","1910-1913","Round","Copper-nickel","1.72","14.7","1327","1911","H","١٣٢٧- ٤","1","","","","0.1","","Norwich E February 22",""
"Egypt","Egypt","Pound (1834-1916)","0.001","KM# 302","N# 21756","1/10 Qirsh - Mehmed V","Standard circulation coin","1910-1913","Round","Copper-nickel","1.72","14.7","1327","1913","H","١٣٢٧- ٦","1","","","","4.33","","Ebay May 19","EGP-02 a"
"Egypt","Egypt","Pound (1834-1916)","0.00125","KM# 222","N# 8706","5 Para - Abdulmecid I","Standard circulation coin","1839-1844","Round","Copper","6.4","20.6","1255","1839","١","١٢٥٥","1","","","","8","","Istanbul May 19 Date Unknown","EGP-03 a"
"Egypt","Egypt","Pound (1834-1916)","0.00125","KM# 222","N# 8706","5 Para - Abdulmecid I","Standard circulation coin","1839-1844","Round","Copper","6.4","20.6","1255","1843","٥","١٢٥٥","1","","","","0.75","","Ebay August 19","EGP-21 a"
"Egypt","Egypt","Pound (1834-1916)","0.002","KM# 290","N# 5828","2/10 Qirsh - Abdul Hamid II","Standard circulation coin","1884-1909","Round","Copper-nickel","2.3","18.5","1293","1905","H","٣١ (mintage in 1905)","1","","","","0.5","","Bath C February 20",""
"Egypt","Egypt","Pound (1834-1916)","0.0025","KM# 241","N# 11071","10 Para - Abdulaziz","Standard circulation coin","1863-1869","Round","Bronze","6.07","30","1277","1869","","١٠ (mintage in 1869)","1","","","","4.19","","Ebay May 19","EGP-05 a"
"Egypt","Egypt","Pound (1834-1916)","0.0025","KM# 241","N# 11071","10 Para - Abdulaziz","Standard circulation coin","1863-1869","Round","Bronze","6.07","30","1277","1868","","٩ (mintage in 1868)","1","","","","3.42","","Ebay May 19","EGP-04 a"
"Egypt","Egypt","Pound (1834-1916)","0.005","KM# 244","N# 22366","20 Para - Abdulaziz (without flower)","Standard circulation coin","1862-1869","Round","Bronze","11","31.5","1277","1867","","١٢٧٧ - ٨","1","","","","0.1","","Norwich E February 22",""
"Egypt","Egypt","Pound (1834-1916)","0.005","KM# 291","N# 4820","5/10 Qirsh - Abdul Hamid II","Standard circulation coin","1884-1907","Round","Copper-nickel","3.71","21","1293","1884","","١٢٩٣ - ١٠ (mintage in 1884)","1","","","","0.1","","Norwich E December 19",""
"Egypt","Egypt","Pound (1834-1916)","0.005","KM# 291","N# 4820","5/10 Qirsh - Abdul Hamid II","Standard circulation coin","1884-1907","Round","Copper-nickel","3.71","21","1293","1885","","١٢٩٣ - ١١ (mintage in 1885)","1","","","","0.2","","Kendal July 19","EGP-09 a"
"Egypt","Egypt","Pound (1834-1916)","0.005","KM# 291","N# 4820","5/10 Qirsh - Abdul Hamid II","Standard circulation coin","1884-1907","Round","Copper-nickel","3.71","21","1293","1885","","١٢٩٣ - ١١ (mintage in 1885)","1","","","","0.1","","Norwich E February 22",""
"Egypt","Egypt","Pound (1834-1916)","0.005","KM# 291","N# 4820","5/10 Qirsh - Abdul Hamid II","Standard circulation coin","1884-1907","Round","Copper-nickel","3.71","21","1293","1903","","١٢٩٣ - ٢٩ (mintage in 1903)","1","","","","2.53","","Ebay May 19","EGP-06 a"
"Egypt","Egypt","Pound (1834-1916)","0.005","KM# 304","N# 18627","5/10 Qirsh - Mehmed V","Standard circulation coin","1910-1913","Round","Copper-nickel","4","21","1327","1910","H","٢ - ١٣٢٧ (mintage in 1910)","1","","","","0.1","","Norwich E February 22",""
"Egypt","Egypt","Pound (1834-1916)","0.01","KM# 299","N# 5871","1 Qirsh - Abdul Hamid II","Standard circulation coin","1896-1907","Round","Copper-nickel","5.3","23","1293","1904","","٣٠ (mintage in 1904)","1","","","","0.99","","Ebay September 19","EGP-29 a"
"Egypt","Egypt","Pound (1916-date)","0.0005","KM# 312","N# 21757","½ Millieme  - Hussein Kamel","Standard circulation coin","1917","Round","Bronze","3.33","20","1335","1917","","١٣٣٥","1","","","","5","","Norwich D January 20",""
"Egypt","Egypt","Pound (1916-date)","0.001","KM# 313","N# 5592","1 Millieme  - Hussein Kamel","Standard circulation coin","1917","Round with a hole","Copper-nickel","3","18","1335","1917","H","١٣٣٥","1","","","","0.1","","Norwich E December 19",""
"Egypt","Egypt","Pound (1916-date)","0.001","KM# 344","N# 7719","1 Millieme - Fuad (left)","Standard circulation coin","1929-1935","Round","Bronze","4.3","23","1354","1935","H","١٩٣٥ - ١٣٥٤","1","","","","0.49","","Ebay July 19","EGP-12 a"
"Egypt","Egypt","Pound (1916-date)","0.001","KM# 358","N# 9317","1 Millieme - Farouk","Standard circulation coin","1938-1950","Round","Bronze","4.3","22.8","1357","1938","","١٣٥٧  ١٩٣٨","1","","","","","","Bath C May 19","EGP-07 a"
"Egypt","Egypt","Pound (1916-date)","0.001","KM# 358","N# 9317","1 Millieme - Farouk","Standard circulation coin","1938-1950","Round","Bronze","4.3","22.8","1357","1938","","١٣٥٧  ١٩٣٨","1","","","","0.1","","Bath A February 20",""
"Egypt","Egypt","Pound (1916-date)","0.002","KM# 314","N# 4821","2 Milliemes  - Hussein Kamel","Standard circulation coin","1916-1917","Round with a hole","Copper-nickel","3.9","20","1917","1917","","١٣٣٥","1","","","","0.4","","Ebay July 19","EGP-15 a"
